uid,浏览量,点赞量,观看作者数,观看作品数,观看作品平均时长,观看配乐数,完整观看数,去过的城市数,观看作品城市数
12121,58,0,58,58,11.362068965517242,53,29,1,39
12122,9,0,9,9,11.222222222222221,8,5,1,8
12123,29,0,29,29,10.344827586206897,27,14,1,26
12124,157,0,145,157,10.477707006369426,133,56,1,91
12125,58,0,56,58,12.53448275862069,50,9,1,45
12126,23,0,22,23,12.08695652173913,23,20,1,20
12127,282,0,271,282,11.039007092198581,221,118,6,167
12128,17,0,17,17,9.352941176470589,17,5,1,17
12129,39,0,37,39,9.64102564102564,38,5,1,34
12130,15,0,15,15,11.466666666666667,15,5,2,15
12131,23,0,21,23,14.826086956521738,22,7,1,18
12132,9,0,9,9,12.333333333333334,9,2,1,8
12133,37,1,37,37,11.378378378378379,37,20,1,28
12134,49,0,49,49,11.285714285714286,47,20,1,35
12135,39,0,37,39,10.897435897435898,36,13,1,29
12136,21,0,21,21,8.952380952380953,21,16,1,17
12137,6,0,6,6,20.166666666666668,6,5,2,6
12138,51,0,50,51,11.803921568627452,46,25,1,46
12139,83,0,83,83,10.843373493975903,70,16,1,62
12140,74,1,74,74,11.837837837837839,67,25,1,54
12141,117,0,107,117,12.350427350427351,103,40,1,85
12142,21,0,19,21,9.857142857142858,21,17,1,19
12144,70,0,68,70,11.2,65,58,1,40
12145,30,0,30,30,10.633333333333333,27,16,1,26
12146,60,0,56,60,10.533333333333333,53,45,1,42
12147,83,0,79,83,10.397590361445783,66,37,1,59
12148,43,0,42,43,11.116279069767442,39,10,1,29
12149,33,0,32,33,9.878787878787879,30,6,1,26
12150,87,2,84,87,12.436781609195402,80,31,2,60
12151,45,2,45,45,9.777777777777779,41,18,1,34
12152,32,0,32,32,8.5,29,21,1,27
12153,17,0,17,17,9.529411764705882,14,3,1,14
12154,7,0,7,7,9.857142857142858,7,3,1,5
12155,62,0,62,62,11.03225806451613,55,29,1,48
12156,33,0,33,33,11.121212121212121,31,19,2,27
12157,65,0,59,65,10.123076923076923,62,11,2,44
12158,157,0,144,157,11.101910828025478,145,16,1,99
12159,66,0,65,66,11.363636363636363,61,32,2,53
12160,13,0,13,13,9.76923076923077,13,11,1,11
12161,85,0,85,85,11.294117647058824,68,37,1,62
12162,58,0,57,58,9.931034482758621,50,27,1,42
12163,7,0,7,7,8.142857142857142,7,4,1,7
12164,174,0,174,174,11.350574712643677,127,10,1,114
12165,20,0,20,20,9.15,18,4,1,17
12166,25,0,25,25,12.6,23,13,1,19
12167,11,0,11,11,12.727272727272727,11,7,1,11
12168,7,0,7,7,11.285714285714286,7,1,1,6
12169,20,0,20,20,11.2,19,6,1,19
12170,37,0,37,37,12.45945945945946,36,14,1,35
12171,18,0,18,18,10.277777777777779,18,5,1,15
12172,32,1,31,32,11.34375,31,11,1,29
12173,125,1,118,125,11.04,114,37,2,63
12174,68,0,66,68,11.0,57,28,1,53
12175,42,0,40,42,12.095238095238095,39,21,1,37
12176,143,5,138,143,11.342657342657343,121,89,1,86
12177,101,0,82,101,11.643564356435643,91,39,1,55
12178,12,0,11,12,11.333333333333334,12,2,1,7
12179,8,0,8,8,11.625,7,7,1,7
12180,41,0,39,41,11.121951219512194,35,22,1,33
12181,15,0,14,15,12.933333333333334,14,9,1,14
12183,37,0,35,37,11.432432432432432,37,8,1,29
12184,6,0,6,6,8.333333333333334,6,0,1,6
12185,18,0,18,18,12.444444444444445,17,3,1,17
12186,5,0,5,5,8.0,5,2,1,5
12187,31,0,30,31,9.903225806451612,30,10,1,26
12188,120,0,119,120,11.908333333333333,99,25,1,79
12189,3,0,3,3,10.0,3,3,1,3
12190,270,0,245,270,11.385185185185184,210,53,2,110
12191,57,0,51,57,10.75438596491228,49,29,1,40
12192,4,0,4,4,8.5,4,2,1,4
12193,69,0,67,69,12.869565217391305,65,46,1,48
12194,42,0,41,42,12.476190476190476,41,13,1,33
12195,10,0,10,10,9.5,10,7,1,10
12196,7,0,7,7,8.142857142857142,7,1,1,7
12197,27,0,27,27,11.25925925925926,26,13,1,25
12198,34,0,33,34,11.617647058823529,31,15,1,30
12199,35,0,34,35,10.514285714285714,34,15,1,28
12200,23,0,19,23,11.043478260869565,23,4,1,6
12201,14,0,14,14,10.357142857142858,14,7,1,14
12202,6,0,6,6,12.333333333333334,6,2,1,5
12203,44,4,43,44,9.909090909090908,41,28,1,31
12204,89,0,85,89,9.617977528089888,68,25,1,65
12205,103,0,100,103,12.03883495145631,92,86,1,69
12206,39,0,38,39,9.923076923076923,38,14,1,34
12207,15,0,15,15,11.2,15,6,1,13
12208,3,0,3,3,7.666666666666667,3,1,1,3
12209,13,0,12,13,9.0,13,4,1,11
12210,3,0,3,3,8.666666666666666,3,2,1,3
12211,10,0,10,10,18.2,10,4,1,10
12212,14,0,14,14,9.785714285714286,14,5,1,14
12213,8,0,8,8,9.75,7,7,1,8
12214,42,0,39,42,11.738095238095237,39,31,2,29
12215,23,0,21,23,11.217391304347826,23,15,1,16
12216,92,0,92,92,10.902173913043478,77,53,1,51
12217,13,0,13,13,11.538461538461538,11,6,3,13
12218,34,0,34,34,11.588235294117647,30,7,1,33
12219,23,0,23,23,11.652173913043478,22,6,2,14
12220,13,0,13,13,13.384615384615385,13,5,3,12
12221,59,0,56,59,12.491525423728813,52,29,1,50
12222,41,0,41,41,10.829268292682928,33,22,2,33
12223,12,0,12,12,12.833333333333334,12,0,1,12
12224,14,0,14,14,11.5,14,7,1,14
12225,7,0,7,7,7.285714285714286,7,5,1,7
12226,67,0,65,67,11.134328358208956,65,18,1,53
12227,85,2,80,85,10.647058823529411,78,31,1,52
12228,34,0,33,34,12.117647058823529,32,18,1,29
12229,108,0,107,108,11.768518518518519,87,53,1,68
12230,3,0,3,3,9.666666666666666,3,2,1,3
12231,8,0,8,8,10.0,8,0,1,6
12232,5,0,5,5,9.8,5,0,1,5
12233,116,0,113,116,10.810344827586206,93,38,1,80
12235,15,0,15,15,9.0,15,7,1,15
12236,82,0,77,82,10.365853658536585,69,40,1,59
12237,14,0,14,14,8.928571428571429,13,11,1,13
12238,44,0,44,44,9.727272727272727,36,18,1,34
12239,2,0,2,2,9.5,2,0,1,2
12240,33,0,32,33,10.181818181818182,29,17,2,27
12241,4,0,4,4,11.5,4,2,1,4
12242,301,1,256,301,10.411960132890366,229,72,1,122
12243,56,0,55,56,12.142857142857142,54,38,2,37
12244,17,0,17,17,12.058823529411764,16,10,1,16
12245,3,0,3,3,19.333333333333332,3,1,1,3
12246,49,8,47,49,11.755102040816327,40,44,1,41
12247,65,0,64,65,11.015384615384615,61,11,1,52
12248,25,0,24,25,9.36,24,13,1,22
12249,2,0,2,2,10.0,2,1,2,2
12250,58,0,53,58,11.155172413793103,53,7,1,43
12251,54,0,54,54,10.666666666666666,49,9,1,44
12252,14,0,13,14,13.714285714285714,13,9,2,12
12253,23,0,23,23,13.08695652173913,23,6,1,22
12254,87,0,85,87,10.977011494252874,61,40,2,60
12255,23,0,23,23,11.869565217391305,23,11,1,22
12256,22,0,22,22,11.272727272727273,18,6,1,15
12258,3,0,3,3,8.333333333333334,3,2,1,3
12259,20,2,20,20,13.75,17,6,3,18
12260,60,0,58,60,12.45,53,45,1,42
12261,6,1,6,6,8.666666666666666,6,2,1,5
12262,25,0,25,25,10.68,25,10,1,15
12263,53,0,53,53,11.90566037735849,50,18,1,44
12264,11,0,11,11,14.636363636363637,11,6,1,11
12265,33,0,32,33,12.151515151515152,31,15,1,26
12266,16,0,16,16,11.0,16,8,1,16
12267,52,0,52,52,9.461538461538462,47,7,3,40
12268,29,0,28,29,10.310344827586206,28,9,1,24
12269,14,0,14,14,9.857142857142858,13,5,1,12
12270,15,0,15,15,10.4,14,7,1,15
12271,29,0,28,29,12.10344827586207,26,17,1,27
12272,5,1,5,5,13.2,5,2,1,5
12273,38,0,38,38,10.552631578947368,33,27,1,33
12274,27,0,27,27,10.777777777777779,27,7,1,22
12275,4,0,4,4,12.5,4,3,2,4
12276,15,0,15,15,9.066666666666666,15,11,1,14
12277,16,0,16,16,10.875,16,7,2,15
12278,13,0,13,13,11.153846153846153,13,6,2,13
12279,40,0,38,40,12.125,36,6,2,9
12280,23,0,23,23,12.08695652173913,23,17,1,22
12281,91,0,85,91,10.516483516483516,74,4,2,7
12282,25,0,24,25,14.08,23,11,1,23
12283,45,0,44,45,12.866666666666667,45,17,3,38
12284,11,0,11,11,8.545454545454545,11,5,1,9
12285,29,0,28,29,11.689655172413794,26,11,1,25
12286,5,0,5,5,5.6,4,0,1,2
12287,53,0,51,53,12.49056603773585,50,11,2,39
12288,35,0,35,35,10.17142857142857,31,20,1,28
12289,39,0,38,39,10.64102564102564,37,25,1,34
12290,189,0,156,189,10.100529100529101,145,57,1,94
12291,25,0,25,25,9.36,24,14,1,23
12292,4,0,4,4,8.75,4,2,1,3
12293,79,0,77,79,11.569620253164556,69,38,1,49
12294,48,0,45,48,10.833333333333334,41,28,2,33
12295,2,0,2,2,24.0,2,1,1,2
12296,37,0,37,37,12.675675675675675,34,17,3,33
12297,4,0,4,4,6.5,4,3,1,4
12298,10,0,10,10,10.6,9,3,1,10
12299,28,0,27,28,10.857142857142858,22,20,1,27
12300,53,0,51,53,11.471698113207546,49,17,1,41
12301,12,1,12,12,13.166666666666666,12,7,1,11
12302,18,0,18,18,15.777777777777779,17,3,1,17
12303,119,0,108,119,10.983193277310924,107,32,1,63
12304,7,0,7,7,12.0,7,3,1,7
12305,45,0,44,45,10.311111111111112,43,36,1,35
12307,15,0,15,15,13.266666666666667,15,5,1,14
12308,107,0,104,107,12.42056074766355,94,54,1,73
12309,165,1,156,165,11.49090909090909,140,72,1,90
12310,59,0,56,59,10.169491525423728,53,26,3,43
12311,4,0,4,4,8.25,4,2,1,3
12312,11,0,11,11,11.727272727272727,11,7,1,10
12313,144,1,125,144,10.29861111111111,124,28,1,70
12314,44,0,44,44,11.227272727272727,41,14,1,34
12315,14,0,14,14,11.571428571428571,14,9,1,13
12316,38,0,37,38,9.552631578947368,32,10,1,24
12317,35,0,35,35,11.285714285714286,34,12,1,30
12318,7,0,7,7,10.0,7,3,1,7
12319,28,0,28,28,11.107142857142858,27,12,1,25
12320,27,0,27,27,9.814814814814815,25,7,1,17
12321,58,0,56,58,11.46551724137931,53,52,2,51
12322,16,0,16,16,10.625,15,8,1,16
12323,52,0,52,52,12.326923076923077,49,26,1,38
12324,15,0,15,15,10.133333333333333,14,7,1,13
12325,29,0,29,29,10.03448275862069,24,12,1,28
12326,50,0,47,50,11.06,39,25,1,32
12327,10,0,10,10,9.7,10,1,1,9
12328,37,0,37,37,11.27027027027027,36,17,1,31
12329,14,0,14,14,9.142857142857142,14,5,1,13
12330,76,1,71,76,11.342105263157896,64,22,1,53
12331,24,11,24,24,13.75,24,9,1,24
12332,16,0,16,16,11.25,16,12,2,15
12333,5,0,5,5,7.8,5,4,1,5
12334,8,0,8,8,14.875,8,3,1,8
12335,27,0,27,27,13.88888888888889,27,7,1,22
12336,5,0,5,5,9.8,5,5,1,5
12337,51,0,51,51,10.529411764705882,46,20,2,45
12338,21,0,21,21,12.095238095238095,21,12,1,20
12339,41,0,41,41,11.536585365853659,36,27,1,35
12340,25,0,25,25,10.8,23,15,1,23
12341,64,0,59,64,10.125,59,31,1,42
12343,47,1,44,47,11.574468085106384,45,17,1,30
12344,62,0,60,62,9.290322580645162,56,26,1,47
12345,19,2,18,19,10.105263157894736,19,14,1,15
12346,14,0,14,14,9.428571428571429,14,10,1,12
12347,34,0,32,34,11.058823529411764,34,16,1,26
12348,106,0,106,106,9.849056603773585,88,42,3,76
12349,39,0,39,39,13.384615384615385,36,9,1,29
12350,15,0,15,15,14.6,15,7,1,14
12351,11,0,11,11,11.909090909090908,11,5,1,11
12352,5,0,5,5,11.6,5,1,1,5
12353,29,0,24,29,8.448275862068966,26,22,1,16
12354,37,11,37,37,9.72972972972973,33,19,1,35
12355,71,0,71,71,11.267605633802816,64,53,1,54
12357,14,0,13,14,10.642857142857142,13,13,1,11
12358,44,0,44,44,12.295454545454545,42,25,1,34
12360,32,16,30,32,12.71875,31,20,1,26
12361,31,0,31,31,9.709677419354838,30,9,1,27
12362,22,0,22,22,10.545454545454545,22,13,1,15
12363,12,0,12,12,16.5,12,6,1,11
12364,11,0,11,11,12.272727272727273,10,4,1,11
12365,52,3,51,52,11.403846153846153,42,20,1,42
12366,115,0,115,115,11.817391304347826,96,33,5,80
12367,2,0,2,2,9.5,2,2,1,2
12368,59,0,57,59,11.966101694915254,50,16,1,45
12369,50,0,48,50,13.14,44,17,1,42
12370,13,0,13,13,9.076923076923077,11,10,1,13
12371,153,0,124,153,11.372549019607844,135,79,2,70
12372,1,0,1,1,9.0,1,1,1,1
12375,1,0,1,1,11.0,1,0,1,1
12376,37,0,37,37,10.27027027027027,35,14,1,29
12377,88,3,84,88,11.034090909090908,76,19,1,60
12378,25,0,24,25,12.28,24,2,1,21
12379,37,1,37,37,10.378378378378379,34,17,2,32
12380,16,0,16,16,9.5625,16,6,1,16
12381,47,0,46,47,12.425531914893616,45,26,1,38
12382,28,0,28,28,13.928571428571429,27,9,1,23
12383,22,0,22,22,12.5,22,11,2,22
12384,183,0,174,183,11.737704918032787,150,43,1,87
12385,16,0,16,16,9.375,16,9,1,16
12386,85,0,77,85,10.011764705882353,77,54,1,58
12387,9,0,9,9,9.11111111111111,9,8,1,8
12388,31,0,29,31,9.870967741935484,30,23,6,27
12389,47,0,46,47,9.51063829787234,43,22,1,38
12390,21,0,21,21,12.047619047619047,20,4,1,21
12391,17,2,16,17,11.529411764705882,14,8,2,14
12393,87,0,86,87,11.885057471264368,74,51,1,64
12394,39,0,39,39,11.051282051282051,37,18,1,37
12395,4,0,4,4,7.75,4,3,1,4
12396,46,0,46,46,13.304347826086957,42,16,1,34
12397,73,0,73,73,11.26027397260274,70,21,1,61
12398,2,0,2,2,10.0,2,0,1,2
12399,9,0,9,9,11.88888888888889,9,6,1,9
12400,12,0,12,12,10.75,11,8,3,11
12401,28,0,28,28,11.142857142857142,27,15,1,22
12402,37,0,36,37,10.891891891891891,36,20,1,29
12403,44,0,43,44,11.136363636363637,34,15,1,34
12404,114,0,111,114,10.956140350877194,101,40,1,55
12405,71,0,70,71,11.169014084507042,69,6,1,38
12406,103,0,92,103,10.825242718446601,88,38,1,55
12407,21,1,21,21,11.523809523809524,21,10,1,19
12408,4,0,4,4,9.0,4,1,1,4
12409,61,0,61,61,13.655737704918034,53,28,1,44
12410,38,0,38,38,10.947368421052632,33,18,1,34
12411,117,0,114,117,10.025641025641026,85,40,1,76
12412,30,0,28,30,10.633333333333333,29,8,1,24
12413,13,0,13,13,12.153846153846153,12,3,1,11
12414,12,0,12,12,10.416666666666666,12,5,2,9
12415,74,0,66,74,9.932432432432432,58,23,1,44
12416,24,0,24,24,10.083333333333334,22,12,1,22
12417,45,1,44,45,11.28888888888889,43,8,1,35
12418,5,1,5,5,8.2,5,2,1,5
12419,52,0,52,52,11.961538461538462,49,28,1,39
12420,59,0,59,59,10.423728813559322,54,49,1,44
12421,56,0,54,56,13.142857142857142,49,39,1,44
12422,96,0,94,96,10.21875,81,38,3,57
12423,57,0,53,57,10.56140350877193,53,9,5,43
12424,45,0,45,45,13.044444444444444,41,21,1,34
12425,7,0,7,7,14.857142857142858,6,6,1,7
12426,23,0,23,23,11.0,22,4,1,15
12427,151,0,145,151,11.19205298013245,130,47,1,86
12428,3,0,3,3,15.333333333333334,3,1,1,3
12429,84,0,80,84,10.678571428571429,77,27,1,60
12430,8,0,8,8,11.875,8,4,1,8
12432,12,0,12,12,10.5,12,2,1,11
12433,1,0,1,1,10.0,1,1,1,1
12435,53,0,53,53,9.264150943396226,48,33,1,42
12436,211,0,190,211,10.663507109004739,154,30,1,102
12437,6,0,6,6,10.166666666666666,5,3,1,6
12438,12,0,12,12,12.333333333333334,12,3,1,12
12439,20,0,20,20,11.6,20,7,1,17
12440,154,0,151,154,10.681818181818182,115,46,1,105
12441,14,0,13,14,7.5,12,10,2,12
12442,153,22,146,153,11.4640522875817,116,83,1,78
12443,27,0,27,27,11.814814814814815,26,13,1,21
12444,18,0,18,18,11.444444444444445,16,11,1,18
12445,9,0,9,9,10.555555555555555,9,5,1,8
12446,59,0,56,59,11.932203389830509,43,28,1,48
12447,8,0,8,8,9.25,8,7,1,8
12448,90,0,86,90,11.055555555555555,82,27,3,53
12449,34,6,34,34,12.411764705882353,33,12,1,31
12451,9,0,9,9,10.555555555555555,8,2,1,9
12452,4,0,4,4,6.25,4,4,1,4
12453,27,1,26,27,10.925925925925926,24,10,1,20
12454,11,0,10,11,7.636363636363637,11,2,1,10
12455,32,0,30,32,14.09375,32,14,1,24
12456,13,0,13,13,14.846153846153847,13,2,1,13
12457,34,2,32,34,13.588235294117647,29,19,1,20
12458,12,0,12,12,12.75,12,8,1,12
12459,42,0,41,42,11.880952380952381,41,23,1,33
12460,47,0,46,47,10.702127659574469,37,20,1,41
12461,8,0,8,8,13.625,6,4,2,8
12462,9,0,9,9,10.555555555555555,9,3,1,9
12463,35,0,35,35,11.228571428571428,33,12,1,29
12465,37,0,35,37,11.64864864864865,36,13,1,25
12466,44,0,43,44,13.886363636363637,38,15,1,36
12467,11,0,10,11,11.727272727272727,11,8,1,10
12468,44,0,43,44,12.0,43,29,1,27
12469,21,0,21,21,9.666666666666666,21,15,1,21
12470,1,0,1,1,6.0,1,0,1,1
12471,46,0,46,46,11.434782608695652,45,8,1,40
12472,27,0,27,27,10.518518518518519,23,12,1,24
12473,77,0,71,77,9.675324675324676,71,36,1,52
12474,54,1,54,54,12.351851851851851,47,31,1,46
12475,66,12,66,66,9.484848484848484,54,40,1,47
12476,34,0,34,34,10.411764705882353,29,15,1,29
12477,5,0,5,5,9.2,5,4,1,5
12478,24,0,24,24,10.0,23,3,1,18
12479,5,0,5,5,8.6,5,3,1,5
12480,58,0,57,58,10.327586206896552,54,41,1,48
12481,28,0,28,28,9.571428571428571,24,11,2,22
12482,14,0,14,14,11.928571428571429,13,8,1,9
12483,276,0,266,276,11.43840579710145,223,61,2,130
12484,33,0,33,33,10.212121212121213,32,20,1,26
12485,75,1,74,75,10.613333333333333,70,37,1,44
12486,27,0,27,27,11.703703703703704,26,9,1,23
12487,235,0,230,235,10.94468085106383,211,19,1,113
12488,15,0,15,15,10.466666666666667,15,8,2,15
12489,4,0,4,4,9.5,4,2,1,4
12490,54,0,52,54,11.203703703703704,42,36,1,33
12491,65,0,63,65,10.476923076923077,54,32,1,47
12492,45,0,45,45,11.11111111111111,44,21,1,34
12493,76,0,75,76,11.697368421052632,71,41,1,59
12494,16,0,16,16,15.875,15,8,1,13
12495,142,0,138,142,12.21830985915493,104,67,2,75
12496,23,0,22,23,14.173913043478262,20,11,2,19
12497,58,0,55,58,11.413793103448276,48,31,1,41
12498,1,0,1,1,10.0,1,1,1,1
12499,18,0,18,18,12.777777777777779,17,8,2,16
12500,38,0,34,38,11.026315789473685,33,8,1,29
12501,133,0,132,133,10.210526315789474,101,81,2,78
12502,11,0,11,11,10.272727272727273,11,6,1,10
12503,15,0,15,15,11.266666666666667,14,11,1,15
12504,9,0,6,9,16.0,8,5,1,6
12505,93,0,93,93,10.483870967741936,73,54,2,65
12506,7,0,7,7,18.0,7,4,2,7
12507,14,0,14,14,9.857142857142858,14,10,1,14
12508,1,0,1,1,16.0,1,0,1,1
12509,45,0,45,45,8.644444444444444,41,38,5,39
12510,32,0,32,32,14.3125,31,15,1,24
12511,19,0,18,19,10.578947368421053,19,4,3,15
12512,41,0,40,41,12.341463414634147,38,34,1,35
12513,10,0,10,10,11.9,9,3,2,10
12514,107,0,104,107,10.355140186915888,99,26,1,62
12515,41,1,40,41,11.585365853658537,41,19,3,32
12516,78,0,71,78,11.282051282051283,66,52,1,46
12517,44,0,43,44,10.704545454545455,44,14,1,33
12518,129,0,126,129,11.356589147286822,106,56,1,84
12519,20,0,20,20,15.0,17,17,1,20
12520,60,0,58,60,12.566666666666666,55,10,1,42
12521,9,0,9,9,11.11111111111111,9,3,1,9
12522,38,1,38,38,9.552631578947368,38,21,1,32
12523,2,0,2,2,9.5,2,1,1,2
12524,4,0,4,4,14.0,4,0,1,4
12525,149,0,146,149,10.664429530201343,128,19,1,91
12526,49,0,49,49,12.755102040816327,33,28,2,41
12527,85,0,82,85,10.16470588235294,77,31,1,59
12528,28,0,28,28,14.071428571428571,27,8,1,24
12529,75,0,75,75,10.533333333333333,65,11,1,61
12530,30,0,30,30,11.633333333333333,28,11,1,25
12531,103,0,101,103,11.815533980582524,86,27,1,68
12532,97,0,90,97,11.402061855670103,78,30,1,58
12533,219,0,207,219,11.333333333333334,159,107,2,111
12534,8,0,8,8,8.375,8,4,1,8
12535,30,0,30,30,12.466666666666667,28,22,1,26
12536,44,0,44,44,13.431818181818182,41,25,1,40
12537,8,0,8,8,9.125,8,6,2,8
12538,128,9,120,128,11.890625,114,30,1,86
12539,36,5,36,36,10.694444444444445,31,15,1,33
12540,3,0,3,3,9.0,3,3,1,3
12541,14,0,14,14,9.714285714285714,14,6,1,14
12542,80,0,77,80,10.725,70,17,1,54
12543,39,0,39,39,11.23076923076923,35,25,2,34
12545,11,0,11,11,8.545454545454545,10,5,1,10
12546,87,0,85,87,11.862068965517242,66,43,2,65
12547,12,0,12,12,9.5,11,8,3,12
12548,16,0,16,16,13.0625,16,5,1,15
12549,11,0,11,11,10.818181818181818,11,6,1,11
12550,58,0,58,58,11.051724137931034,52,38,1,41
12551,30,0,30,30,12.5,29,13,1,27
12552,14,0,14,14,9.928571428571429,14,9,1,14
12553,12,0,12,12,8.833333333333334,12,4,1,11
12554,8,0,8,8,14.875,8,2,1,8
12555,21,0,20,21,12.333333333333334,21,11,3,17
12556,206,1,200,206,10.475728155339805,171,30,1,55
12557,31,0,30,31,10.903225806451612,29,9,2,27
12558,4,0,4,4,8.75,4,2,1,4
12559,45,1,42,45,10.8,45,29,1,34
12560,55,0,55,55,11.145454545454545,48,25,1,47
12561,96,2,90,96,10.583333333333334,71,37,1,67
12562,132,0,124,132,10.909090909090908,115,34,1,70
12563,8,0,8,8,13.0,8,4,1,8
12564,31,0,28,31,12.193548387096774,28,5,1,23
12565,32,0,32,32,11.21875,30,17,6,26
12566,17,0,17,17,16.0,16,4,1,15
12567,9,0,8,9,11.333333333333334,8,2,1,8
12568,47,0,44,47,11.297872340425531,43,20,1,39
12569,13,0,12,13,11.461538461538462,13,7,1,12
12570,3,0,3,3,11.666666666666666,3,1,1,3
12571,10,0,10,10,11.5,10,6,1,10
12572,192,0,189,192,11.354166666666666,138,12,3,87
12573,39,0,38,39,12.743589743589743,34,14,1,33
12574,71,0,71,71,11.070422535211268,57,25,2,58
12575,36,0,34,36,11.86111111111111,34,30,1,27
12576,13,0,13,13,12.538461538461538,12,7,1,12
12577,30,0,29,30,12.6,26,15,1,21
12578,16,0,15,16,12.0625,16,12,1,11
12579,3,0,3,3,17.666666666666668,3,1,1,3
12580,144,0,128,144,11.493055555555555,133,63,1,64
12581,48,0,48,48,12.4375,35,41,1,40
12582,10,0,10,10,11.9,10,8,1,10
12583,10,0,10,10,12.1,10,4,1,10
12585,17,0,17,17,10.941176470588236,17,9,1,12
12586,21,0,21,21,10.571428571428571,20,5,1,18
12587,44,0,44,44,11.886363636363637,35,14,1,40
12588,43,0,43,43,10.651162790697674,37,18,2,38
12589,26,0,26,26,10.653846153846153,26,11,1,25
12590,1,0,1,1,11.0,1,0,1,1
12591,39,0,39,39,13.820512820512821,37,12,1,31
12592,7,0,7,7,11.857142857142858,7,2,1,7
12593,57,0,53,57,11.578947368421053,52,21,1,41
12594,44,1,41,44,13.431818181818182,42,19,1,34
12595,40,0,40,40,12.2,33,28,1,34
12596,19,0,18,19,12.631578947368421,17,12,4,15
12597,12,0,12,12,10.0,12,9,1,12
12598,1,0,1,1,19.0,1,1,1,1
12599,18,1,18,18,9.222222222222221,17,10,1,15
12600,31,0,31,31,12.064516129032258,29,14,1,24
12601,41,0,40,41,11.731707317073171,40,10,1,33
12602,7,0,6,7,10.0,7,5,2,6
12603,24,0,24,24,9.75,23,17,1,21
12604,12,0,12,12,9.75,12,7,1,12
12605,30,0,30,30,12.666666666666666,29,9,1,27
12606,11,0,11,11,13.454545454545455,11,4,1,11
12607,8,0,8,8,10.875,8,3,1,8
12608,7,0,7,7,8.857142857142858,7,1,2,3
12609,4,0,4,4,14.25,4,2,1,4
12610,3,0,3,3,20.0,3,3,1,3
12611,8,0,8,8,9.875,8,6,1,7
12613,15,0,15,15,11.2,15,6,1,15
12614,6,0,6,6,11.0,6,6,1,6
12615,5,1,5,5,9.0,5,3,1,5
12616,6,0,6,6,12.166666666666666,6,6,1,6
12617,14,1,14,14,13.642857142857142,13,9,1,12
12618,7,0,7,7,14.428571428571429,7,2,1,7
12619,82,1,81,82,9.829268292682928,73,25,1,60
12620,17,0,17,17,10.588235294117647,16,4,1,14
12621,63,17,63,63,12.555555555555555,61,37,1,50
12622,26,0,26,26,11.038461538461538,23,21,1,26
12623,97,0,86,97,11.556701030927835,72,18,1,61
12624,38,0,38,38,10.263157894736842,38,19,1,32
12625,187,0,178,187,11.668449197860962,153,86,1,97
12626,72,2,69,72,11.48611111111111,56,40,1,49
12627,30,0,30,30,9.033333333333333,27,16,1,29
12628,3,0,3,3,9.666666666666666,3,3,1,3
12629,89,0,87,89,11.258426966292134,79,42,1,55
12630,121,0,114,121,11.206611570247935,102,17,1,82
12631,15,0,15,15,10.533333333333333,14,8,2,14
12632,16,0,16,16,8.4375,14,8,1,16
12633,50,0,49,50,10.74,45,11,1,41
12634,45,0,44,45,10.28888888888889,41,21,1,35
12635,68,0,68,68,11.044117647058824,63,36,1,50
12636,34,0,34,34,11.323529411764707,33,16,1,27
12637,12,1,12,12,11.25,11,10,1,11
12638,1,0,1,1,10.0,1,1,1,1
12639,15,0,15,15,11.666666666666666,15,2,2,15
12640,24,0,24,24,11.333333333333334,23,10,1,22
12641,113,0,110,113,11.15929203539823,105,28,1,77
12642,13,0,13,13,9.307692307692308,12,8,2,13
12643,37,0,36,37,11.35135135135135,27,19,1,34
12644,52,0,52,52,10.73076923076923,50,25,1,43
12645,21,0,21,21,9.761904761904763,21,12,1,21
12646,105,0,104,105,11.333333333333334,88,59,1,68
12647,11,0,11,11,9.545454545454545,11,4,1,9
12648,27,0,27,27,11.703703703703704,25,16,1,25
12649,66,0,63,66,9.666666666666666,60,32,3,52
12650,42,11,42,42,11.119047619047619,36,9,1,35
12651,63,1,62,63,10.825396825396826,55,39,2,46
12652,69,0,69,69,11.753623188405797,59,18,1,57
12653,36,0,36,36,12.972222222222221,31,16,1,30
12654,208,0,178,208,11.004807692307692,188,96,1,88
12655,43,0,43,43,12.395348837209303,41,35,1,35
12656,1,0,1,1,10.0,1,1,1,1
12657,4,0,4,4,9.0,4,1,1,4
12658,5,0,5,5,7.8,5,3,1,5
12659,10,0,10,10,8.9,9,7,1,10
12660,55,0,52,55,9.218181818181819,46,12,1,41
12661,109,0,108,109,10.807339449541285,92,42,4,72
12662,105,1,102,105,12.285714285714286,94,33,4,62
12664,4,0,4,4,9.75,4,3,2,4
12665,7,0,6,7,9.142857142857142,7,2,1,6
12666,81,0,78,81,11.641975308641975,70,34,2,54
12667,23,0,23,23,11.956521739130435,22,13,1,16
12668,28,0,25,28,11.571428571428571,27,19,1,21
12669,7,0,7,7,13.142857142857142,7,2,1,7
12670,137,0,136,137,11.788321167883211,117,28,2,74
12671,85,2,84,85,10.16470588235294,74,31,1,64
12672,79,1,76,79,11.025316455696203,73,18,5,55
12673,17,0,17,17,9.823529411764707,15,11,1,13
12674,48,0,47,48,11.479166666666666,40,11,1,34
12675,13,0,13,13,9.0,13,9,1,12
12676,100,0,100,100,10.57,84,58,1,72
